Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Age
0,0.72,0.525,0.18,1.445,0.631,0.3215,0.435,8.5
1,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,9.5
0,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,9.5
0,0.545,0.415,0.2,1.358,0.5670000000000001,0.318,0.40299999999999997,11.5
0,0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324,11.5
1,0.615,0.49,0.17,1.145,0.4915,0.20800000000000002,0.34299999999999997,14.5
1,0.555,0.4,0.13,0.7075,0.332,0.1585,0.18,8.5
0,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,7.5
0,0.625,0.495,0.165,1.262,0.507,0.318,0.39,11.5
1,0.57,0.45,0.14,0.795,0.3385,0.14800000000000002,0.245,10.5
1,0.59,0.435,0.165,0.9765,0.4525,0.2395,0.235,10.5
0,0.595,0.475,0.17,1.247,0.48,0.225,0.425,21.5
1,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,9.5
0,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,11.5
1,0.64,0.565,0.23,1.521,0.644,0.37200000000000005,0.406,16.5
1,0.65,0.495,0.17,1.276,0.6215,0.2305,0.39899999999999997,12.5
0,0.51,0.4,0.12,0.7005,0.34700000000000003,0.1105,0.195,11.5
1,0.565,0.445,0.15,0.7959999999999999,0.3635,0.184,0.21899999999999997,9.5
0,0.635,0.535,0.19,1.242,0.5760000000000001,0.2475,0.39,15.5
1,0.48,0.37,0.13,0.643,0.349,0.1155,0.135,9.5
0,0.45,0.35,0.125,0.4435,0.185,0.09,0.145,12.5
1,0.615,0.53,0.17,1.12,0.5775,0.2095,0.28600000000000003,10.5
1,0.535,0.405,0.14,0.7315,0.336,0.156,0.19,8.5
1,0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755,11.5
1,0.65,0.5,0.155,1.202,0.565,0.3135,0.294,12.5
0,0.655,0.455,0.17,1.2895,0.5870000000000001,0.3165,0.3415,12.5
1,0.625,0.495,0.175,1.254,0.5815,0.28600000000000003,0.3185,10.5
1,0.28,0.21,0.065,0.0905,0.035,0.02,0.03,6.5
0,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,9.5
0,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,20.5
0,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,15.5
1,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,8.5
1,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,10.5
1,0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,10.5
1,0.645,0.505,0.185,1.463,0.5920000000000001,0.3905,0.41600000000000004,11.5
1,0.675,0.545,0.185,1.7375,0.8759999999999999,0.3135,0.469,14.5
1,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,11.5
1,0.59,0.47,0.15,0.861,0.413,0.16399999999999998,0.249,9.5
0,0.62,0.48,0.175,1.0405,0.46399999999999997,0.2225,0.3,10.5
1,0.465,0.36,0.105,0.488,0.188,0.0845,0.19,11.5
1,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,16.5
0,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,13.5
1,0.55,0.42,0.16,1.3405,0.6325,0.311,0.344,11.5
1,0.675,0.505,0.16,1.5319999999999998,0.74,0.35700000000000004,0.3815,12.5
1,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,14.5
0,0.695,0.56,0.185,1.7715,0.8195,0.331,0.43700000000000006,11.5
0,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275,14.5
1,0.575,0.45,0.13,0.785,0.318,0.193,0.2265,10.5
0,0.63,0.5,0.16,1.22,0.4905,0.3,0.345,15.5
0,0.68,0.5,0.185,1.7409999999999999,0.7665,0.3255,0.4685,13.5
0,0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655,12.5
0,0.545,0.44,0.15,0.9475,0.366,0.239,0.275,9.5
0,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.5529999999999999,13.5
1,0.525,0.425,0.12,0.7020000000000001,0.3335,0.1465,0.22,13.5
1,0.72,0.565,0.2,1.787,0.718,0.385,0.529,12.5
1,0.625,0.485,0.17,1.4369999999999998,0.5855,0.293,0.475,12.5
0,0.65,0.525,0.19,1.385,0.8875,0.3095,0.405,12.5
1,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,14.5
0,0.575,0.445,0.135,0.883,0.381,0.2035,0.26,12.5
0,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,11.5
0,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,16.5
1,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,10.5
0,0.57,0.44,0.12,0.8029999999999999,0.382,0.1525,0.23399999999999999,10.5
1,0.59,0.475,0.14,0.977,0.4625,0.2025,0.275,11.5
0,0.545,0.41,0.115,0.6765,0.29,0.158,0.22,10.5
0,0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,12.5
1,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,10.5
1,0.39,0.285,0.095,0.271,0.11,0.06,0.08,9.5
1,0.68,0.52,0.175,1.5430000000000001,0.7525,0.35100000000000003,0.374,12.5
1,0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255,13.5
1,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.11699999999999999,9.5
1,0.695,0.55,0.205,2.173,1.133,0.4665,0.496,11.5
0,0.61,0.46,0.145,1.1185,0.478,0.2945,0.2985,11.5
0,0.455,0.375,0.125,0.45799999999999996,0.1985,0.111,0.12,11.5
0,0.635,0.5,0.175,1.4769999999999999,0.684,0.3005,0.39,13.5
0,0.655,0.5,0.205,1.528,0.6215,0.3725,0.4535,12.5
0,0.405,0.31,0.12,0.3095,0.138,0.057999999999999996,0.095,14.5
1,0.575,0.45,0.185,0.925,0.342,0.19699999999999998,0.35,13.5
1,0.485,0.41,0.15,0.696,0.2405,0.1625,0.265,14.5
1,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,10.5
0,0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135,11.5
0,0.735,0.6,0.22,2.555,1.1335,0.44,0.6,12.5
1,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,11.5
0,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4,9.5
1,0.635,0.5,0.165,1.273,0.6535,0.213,0.365,13.5
0,0.595,0.48,0.2,0.975,0.358,0.2035,0.34,16.5
1,0.535,0.42,0.16,0.72,0.275,0.16399999999999998,0.225,16.5
0,0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185,11.5
1,0.48,0.375,0.145,0.777,0.21600000000000003,0.13,0.17,10.5
1,0.455,0.35,0.11,0.45799999999999996,0.2,0.111,0.1305,9.5
0,0.52,0.43,0.15,0.728,0.302,0.1575,0.235,12.5
0,0.65,0.565,0.2,1.6645,0.753,0.36700000000000005,0.43,13.5
0,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995,9.5
1,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,11.5
0,0.4,0.305,0.16,0.368,0.17300000000000001,0.0705,0.105,8.5
0,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,13.5
0,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,15.5
1,0.625,0.47,0.145,1.7855,0.675,0.247,0.3245,14.5
1,0.57,0.42,0.155,1.008,0.377,0.193,0.34,14.5
0,0.6,0.47,0.2,1.031,0.392,0.2035,0.29,16.5
0,0.68,0.57,0.205,1.8419999999999999,0.625,0.408,0.65,21.5
1,0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,10.5
1,0.495,0.395,0.12,0.5529999999999999,0.22399999999999998,0.1375,0.16699999999999998,9.5
1,0.54,0.405,0.155,0.9715,0.3225,0.19399999999999998,0.29,20.5
1,0.47,0.38,0.145,0.5865,0.2385,0.14400000000000002,0.185,9.5
0,0.655,0.52,0.19,1.4545,0.6,0.3865,0.38299999999999995,11.5
1,0.475,0.355,0.125,0.4625,0.18600000000000003,0.107,0.145,10.5
0,0.53,0.42,0.17,0.828,0.41,0.20800000000000002,0.1505,7.5
0,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,14.5
1,0.625,0.465,0.14,1.195,0.4825,0.205,0.4,14.5
0,0.625,0.495,0.16,1.234,0.6335,0.192,0.35,14.5
0,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,11.5
0,0.38,0.32,0.115,0.6475,0.32299999999999995,0.1325,0.16399999999999998,8.5
1,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,11.5
1,0.64,0.525,0.185,1.7069999999999999,0.763,0.4205,0.4435,12.5
0,0.75,0.55,0.195,1.8325,0.83,0.366,0.44,12.5
0,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,12.5
1,0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,11.5
1,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,13.5
1,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,14.5
0,0.53,0.425,0.17,0.9490000000000001,0.3485,0.2395,0.278,18.5
1,0.55,0.43,0.18,0.8265,0.4405,0.159,0.225,11.5
0,0.575,0.465,0.175,1.099,0.4735,0.20199999999999999,0.35,10.5
1,0.37,0.265,0.075,0.214,0.09,0.051,0.07,7.5
0,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,13.5
1,0.645,0.52,0.175,1.636,0.779,0.342,0.43200000000000005,12.5
1,0.56,0.43,0.155,0.8675,0.4,0.172,0.22899999999999998,9.5
1,0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03,6.5
0,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,12.5
1,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,20.5
1,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105,9.5
0,0.64,0.54,0.175,1.2209999999999999,0.51,0.259,0.39,16.5
1,0.57,0.48,0.175,1.185,0.474,0.261,0.38,12.5
0,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,11.5
0,0.595,0.495,0.185,1.285,0.41600000000000004,0.22399999999999998,0.485,14.5
1,0.59,0.46,0.14,1.004,0.496,0.2165,0.26,10.5
1,0.5,0.375,0.145,0.6215,0.27399999999999997,0.166,0.1485,8.5
1,0.68,0.545,0.185,1.672,0.7075,0.364,0.48,12.5
1,0.64,0.52,0.2,1.4069999999999998,0.5660000000000001,0.304,0.455,18.5
0,0.625,0.5,0.16,1.217,0.5725,0.207,0.355,12.5
0,0.545,0.445,0.15,0.8,0.3535,0.163,0.207,10.5
0,0.635,0.485,0.155,1.073,0.467,0.1975,0.35,12.5
0,0.68,0.55,0.21,1.7445,0.5975,0.305,0.625,18.5
1,0.655,0.55,0.18,1.274,0.586,0.281,0.365,11.5
0,0.67,0.525,0.195,1.42,0.573,0.368,0.3905,11.5
1,0.555,0.435,0.135,0.858,0.377,0.1585,0.29,16.5
1,0.47,0.375,0.12,0.5565,0.226,0.122,0.195,13.5
0,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,11.5
1,0.61,0.485,0.17,1.281,0.597,0.3035,0.33,10.5
0,0.625,0.49,0.11,1.136,0.5265,0.1915,0.2925,10.5
1,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,12.5
0,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,12.5
1,0.55,0.44,0.16,0.991,0.348,0.168,0.375,21.5
1,0.395,0.305,0.105,0.282,0.0975,0.065,0.096,10.5
1,0.63,0.495,0.18,1.31,0.495,0.295,0.4695,11.5
1,0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,11.5
0,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,11.5
0,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42,17.5
0,0.525,0.415,0.14,0.7240000000000001,0.3475,0.17300000000000001,0.175,9.5
1,0.66,0.525,0.2,1.489,0.6065,0.3795,0.42100000000000004,11.5
1,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,15.5
1,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,7.5
0,0.705,0.545,0.17,1.58,0.6435,0.4565,0.265,12.5
1,0.53,0.415,0.13,0.8425,0.275,0.1945,0.265,21.5
1,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,16.5
0,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,10.5
0,0.675,0.52,0.175,1.494,0.7365,0.3055,0.37,10.5
0,0.64,0.505,0.175,1.3185,0.6185,0.302,0.3315,10.5
0,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,11.5
0,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,13.5
0,0.37,0.275,0.08,0.22699999999999998,0.09300000000000001,0.0625,0.07,9.5
0,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,12.5
0,0.61,0.45,0.13,0.8725,0.389,0.1715,0.272,12.5
1,0.47,0.37,0.135,0.547,0.222,0.1325,0.17,13.5
1,0.57,0.455,0.15,0.96,0.387,0.2385,0.275,12.5
1,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,17.5
0,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,10.5
0,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,13.5
0,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,12.5
0,0.705,0.535,0.22,1.8659999999999999,0.929,0.3835,0.4395,11.5
0,0.625,0.5,0.175,1.273,0.564,0.302,0.374,10.5
0,0.65,0.51,0.185,1.375,0.531,0.384,0.3985,11.5
1,0.705,0.56,0.165,1.675,0.797,0.4095,0.38799999999999996,11.5
0,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,13.5
1,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,13.5
1,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,19.5
1,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,12.5
0,0.57,0.465,0.155,0.872,0.3245,0.239,0.285,15.5
0,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,18.5
1,0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075,11.5
1,0.615,0.485,0.215,0.9615,0.42200000000000004,0.17600000000000002,0.29,12.5
1,0.51,0.405,0.125,0.6925,0.327,0.155,0.1805,8.5
1,0.615,0.455,0.15,0.9335,0.382,0.247,0.2615,11.5
1,0.585,0.48,0.185,1.04,0.434,0.265,0.285,11.5
0,0.515,0.435,0.17,0.631,0.2765,0.111,0.21600000000000003,13.5
1,0.465,0.355,0.105,0.4795,0.22699999999999998,0.124,0.125,9.5
1,0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,10.5
0,0.535,0.425,0.135,0.7709999999999999,0.3765,0.1815,0.1795,9.5
0,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,10.5
1,0.565,0.39,0.125,0.7440000000000001,0.35200000000000004,0.13,0.1685,12.5
0,0.705,0.54,0.205,1.757,0.8265,0.41700000000000004,0.461,10.5
1,0.71,0.555,0.195,1.9485,0.9455,0.3765,0.495,13.5
1,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,14.5
0,0.725,0.575,0.175,2.124,0.765,0.4515,0.85,21.5
0,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,11.5
0,0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,10.5
1,0.545,0.45,0.15,0.7805,0.3795,0.1625,0.21600000000000003,9.5
0,0.425,0.345,0.11,0.3665,0.125,0.081,0.11699999999999999,12.5
0,0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,10.5
1,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,21.5
1,0.5,0.4,0.145,0.6025,0.21600000000000003,0.138,0.21,12.5
0,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,12.5
1,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,10.5
1,0.51,0.415,0.145,0.7509999999999999,0.3295,0.1835,0.203,9.5
0,0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365,13.5
1,0.37,0.29,0.09,0.24100000000000002,0.11,0.045,0.069,11.5
1,0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465,11.5
1,0.575,0.465,0.15,1.08,0.595,0.2065,0.23800000000000002,10.5
0,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,8.5
1,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,15.5
0,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,14.5
0,0.505,0.39,0.175,0.6920000000000001,0.267,0.15,0.215,13.5
1,0.695,0.54,0.195,1.6909999999999998,0.768,0.363,0.4755,12.5
1,0.195,0.145,0.05,0.032,0.01,0.008,0.012,5.5
0,0.61,0.5,0.18,1.4380000000000002,0.5185,0.3735,0.3345,10.5
0,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,6.5
0,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33,9.5
1,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,14.5
1,0.72,0.58,0.19,2.0885,0.9955,0.478,0.5305,14.5
1,0.65,0.515,0.18,1.463,0.6579999999999999,0.3135,0.4115,12.5
1,0.595,0.435,0.16,1.057,0.4255,0.22399999999999998,0.31,10.5
0,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,11.5
0,0.6,0.475,0.17,1.088,0.4905,0.2475,0.31,11.5
1,0.345,0.255,0.08,0.16899999999999998,0.06,0.0425,0.054000000000000006,11.5
1,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,20.5
1,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,12.5
1,0.635,0.51,0.185,1.308,0.544,0.318,0.377,9.5
1,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,10.5
0,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,10.5
0,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,12.5
1,0.745,0.565,0.215,1.931,0.8959999999999999,0.4585,0.5,12.5
0,0.575,0.46,0.19,0.9940000000000001,0.392,0.2425,0.34,14.5
0,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,12.5
0,0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,13.5
0,0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,18.5
1,0.75,0.55,0.18,1.893,0.9420000000000001,0.397,0.445,12.5
0,0.445,0.355,0.15,0.485,0.18100000000000002,0.125,0.155,12.5
1,0.53,0.415,0.14,0.7240000000000001,0.3105,0.1675,0.205,11.5
0,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,16.5
0,0.565,0.505,0.21,1.2765,0.501,0.27899999999999997,0.355,13.5
1,0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348,8.5
0,0.615,0.475,0.17,1.055,0.5429999999999999,0.24600000000000002,0.2345,10.5
1,0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,10.5
1,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,14.5
0,0.6,0.475,0.15,1.0075,0.4425,0.221,0.28,16.5
0,0.525,0.4,0.135,0.7140000000000001,0.318,0.138,0.20800000000000002,11.5
1,0.66,0.515,0.2,1.6465,0.7490000000000001,0.42200000000000004,0.401,12.5
1,0.62,0.485,0.155,1.0295,0.425,0.2315,0.335,13.5
0,0.56,0.44,0.135,0.8025,0.35,0.1615,0.259,10.5
1,0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436,13.5
1,0.455,0.35,0.105,0.401,0.1575,0.083,0.135,10.5
1,0.335,0.26,0.075,0.22,0.0855,0.04,0.085,7.5
0,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,11.5
0,0.545,0.43,0.16,0.8440000000000001,0.3945,0.1855,0.231,10.5
0,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,9.5
1,0.625,0.5,0.18,1.3705,0.645,0.303,0.3705,13.5
0,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,10.5
0,0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,7.5
1,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,10.5
0,0.375,0.29,0.115,0.2705,0.09300000000000001,0.066,0.0885,11.5
1,0.525,0.365,0.17,0.9605,0.43799999999999994,0.2225,0.276,11.5
1,0.4,0.315,0.105,0.287,0.1135,0.037000000000000005,0.113,11.5
0,0.62,0.485,0.175,1.2155,0.545,0.253,0.345,11.5
0,0.7,0.575,0.205,1.7730000000000001,0.605,0.447,0.5379999999999999,14.5
1,0.295,0.215,0.075,0.129,0.05,0.0295,0.04,8.5
0,0.595,0.475,0.165,1.148,0.444,0.214,0.37,11.5
0,0.75,0.61,0.235,2.5085,1.232,0.519,0.612,15.5
0,0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,16.5
0,0.44,0.35,0.125,0.4035,0.175,0.063,0.129,10.5
0,0.49,0.385,0.15,0.7865,0.24100000000000002,0.14,0.24,24.5
1,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,8.5
1,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,11.5
0,0.59,0.415,0.15,0.8805,0.3645,0.23399999999999999,0.235,12.5
1,0.515,0.395,0.135,1.0070000000000001,0.47200000000000003,0.2495,0.252,9.5
0,0.645,0.5,0.15,1.159,0.4675,0.3355,0.31,10.5
1,0.625,0.48,0.185,1.2065,0.5870000000000001,0.29,0.28600000000000003,9.5
0,0.64,0.54,0.175,1.571,0.627,0.271,0.475,19.5
0,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,16.5
1,0.485,0.355,0.12,0.547,0.215,0.1615,0.14,11.5
1,0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795,11.5
0,0.46,0.365,0.125,0.4785,0.20600000000000002,0.1045,0.141,9.5
1,0.615,0.495,0.155,1.2865,0.435,0.293,0.3245,12.5
1,0.63,0.49,0.18,1.13,0.45799999999999996,0.2765,0.315,13.5
0,0.66,0.53,0.18,1.5175,0.7765,0.302,0.401,11.5
0,0.575,0.46,0.145,0.9945,0.466,0.22899999999999998,0.265,8.5
1,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,13.5
1,0.645,0.5,0.18,1.4609999999999999,0.5985,0.2425,0.439,12.5
1,0.5,0.415,0.165,0.6885,0.249,0.138,0.25,14.5
0,0.55,0.43,0.15,0.84,0.395,0.195,0.223,9.5
1,0.59,0.465,0.135,0.9895,0.4235,0.19899999999999998,0.28,9.5
0,0.45,0.35,0.145,0.5425,0.1765,0.12300000000000001,0.175,14.5
1,0.4,0.31,0.11,0.314,0.138,0.057,0.1,12.5
1,0.69,0.55,0.2,1.8465,0.732,0.47200000000000003,0.57,20.5
0,0.53,0.395,0.115,0.5685,0.249,0.1375,0.161,10.5
1,0.625,0.475,0.175,1.3405,0.6559999999999999,0.28300000000000003,0.337,11.5
0,0.695,0.535,0.2,1.5855,0.667,0.33399999999999996,0.47100000000000003,12.5
1,0.67,0.525,0.18,1.4915,0.728,0.34299999999999997,0.381,10.5
1,0.5,0.41,0.15,0.662,0.2815,0.13699999999999998,0.22,12.5
1,0.72,0.585,0.22,1.9140000000000001,0.9155,0.44799999999999995,0.479,12.5
1,0.62,0.49,0.155,1.1,0.505,0.2475,0.31,10.5
1,0.525,0.42,0.155,0.8420000000000001,0.428,0.1415,0.2045,10.5
0,0.475,0.36,0.125,0.447,0.1695,0.081,0.14,10.5
0,0.73,0.575,0.185,1.8795,0.9309999999999999,0.38,0.4825,13.5
1,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,13.5
0,0.595,0.48,0.15,1.11,0.498,0.228,0.33,11.5
1,0.72,0.6,0.235,2.2385,0.9840000000000001,0.41100000000000003,0.621,13.5
1,0.565,0.455,0.15,0.9795,0.444,0.205,0.275,9.5
0,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,17.5
1,0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485,10.5
1,0.445,0.345,0.09,0.3795,0.14300000000000002,0.07400000000000001,0.125,11.5
0,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,10.5
1,0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775,9.5
1,0.5,0.385,0.135,0.551,0.2245,0.0715,0.20600000000000002,12.5
1,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,10.5
1,0.59,0.49,0.135,1.008,0.42200000000000004,0.2245,0.285,12.5
0,0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,11.5
1,0.36,0.295,0.13,0.2765,0.0895,0.057,0.1005,11.5
1,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,13.5
0,0.645,0.52,0.18,1.285,0.5775,0.35200000000000004,0.317,10.5
1,0.5,0.4,0.125,0.5975,0.27,0.1275,0.166,10.5
1,0.565,0.45,0.115,0.9085,0.39799999999999996,0.19699999999999998,0.29,18.5
1,0.535,0.435,0.15,0.7170000000000001,0.3475,0.1445,0.19399999999999998,10.5
1,0.545,0.43,0.155,0.8035,0.409,0.14400000000000002,0.228,8.5
1,0.47,0.37,0.13,0.5225,0.201,0.133,0.165,8.5
1,0.475,0.385,0.145,0.6175,0.235,0.10800000000000001,0.215,15.5
1,0.39,0.28,0.125,0.564,0.3035,0.0955,0.14300000000000002,8.5
0,0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395,12.5
0,0.565,0.455,0.13,1.058,0.439,0.2645,0.3,11.5
1,0.635,0.495,0.155,1.3635,0.583,0.2985,0.295,11.5
0,0.595,0.46,0.16,0.9209999999999999,0.4005,0.2025,0.2875,10.5
1,0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355,11.5
0,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,10.5
0,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,11.5
1,0.68,0.53,0.205,1.496,0.5825,0.337,0.465,15.5
0,0.67,0.545,0.175,1.7069999999999999,0.6995,0.387,0.575,14.5
1,0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36,12.5
0,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,9.5
0,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,12.5
1,0.56,0.42,0.15,0.8755,0.44,0.1965,0.2315,9.5
0,0.53,0.425,0.13,0.7170000000000001,0.2115,0.166,0.255,14.5
0,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,10.5
0,0.7,0.525,0.19,1.6015,0.7070000000000001,0.365,0.43,11.5
0,0.545,0.42,0.175,0.754,0.256,0.1775,0.275,11.5
1,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,18.5
1,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,12.5
0,0.575,0.47,0.165,0.8690000000000001,0.435,0.19699999999999998,0.23800000000000002,10.5
1,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488,13.5
1,0.63,0.485,0.165,1.2329999999999999,0.6565,0.2315,0.3035,11.5
1,0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,10.5
0,0.565,0.44,0.15,0.863,0.435,0.149,0.27,10.5
1,0.57,0.44,0.095,0.8270000000000001,0.3395,0.2215,0.235,9.5
0,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,12.5
0,0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745,10.5
1,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,9.5
1,0.585,0.475,0.15,1.065,0.5315,0.19899999999999998,0.2885,11.5
0,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,9.5
0,0.55,0.415,0.18,1.1655,0.502,0.301,0.311,10.5
0,0.72,0.575,0.195,2.1505,1.0745,0.382,0.585,11.5
0,0.65,0.545,0.165,1.5659999999999998,0.6645,0.3455,0.415,17.5
